PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2011 MAN;2011 VROUW;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;42;9;50;16;51;21;72;22;83;38
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;deeltijd onderwijs;bachelor;6;0;2;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;370;16;363;21;379;27;373;22;354;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;338;22;310;21;340;23;381;29;408;35
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;306;61;281;53;295;75;372;102;393;111
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;232;48;248;68;323;73;320;77;315;91
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;86;5;88;6;77;5;87;10;127;20
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;22;14;27;13;49;18;68;29;73;38
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;master;25;17;31;19;31;24;32;24;30;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;master;24;8;24;14;35;14;51;16;62;17
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;master;2;0;4;0;5;0;10;0;11;1
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;128;19;145;17;177;20;203;37;207;42
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;35;5;23;5;43;4;58;4;81;3
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;master;49;2;63;1;72;0;110;0;145;1
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;master;115;14;138;12;156;20;151;20;154;33
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;deeltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;master;34;29;31;19;37;26;38;32;42;37
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;deeltijd onderwijs;master;1;0;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;master;39;13;38;11;45;9;44;14;55;19
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;deeltijd onderwijs;master;5;1;2;2;0;2;3;1;2;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;master;388;153;495;180;613;225;668;226;616;217
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;deeltijd onderwijs;master;1;0;0;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;113;12;113;17;109;12;113;10;129;13
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;deeltijd onderwijs;master;3;0;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;duaal onderwijs;master;1;0;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;106;21;121;26;114;28;120;30;142;37
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;deeltijd onderwijs;master;2;0;2;0;2;0;2;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;master;108;11;127;18;137;16;147;15;172;23
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;deeltijd onderwijs;master;0;0;2;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;306;18;327;20;327;18;357;28;423;33
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;master;83;30;92;40;94;40;81;58;91;59
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;106;31;122;25;109;20;93;24;98;27
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;deeltijd onderwijs;master;0;0;0;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;72;37;79;44;80;56;82;51;98;75
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;deeltijd onderwijs;master;3;1;2;1;3;2;2;1;1;2
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;master;27;16;36;17;44;17;42;23;48;21
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;master;129;43;179;51;202;56;239;64;270;82
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;master;0;0;0;0;8;1;18;1;27;2
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;deeltijd onderwijs;master;1;0;1;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;duaal onderwijs;master;0;1;3;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;voltijd onderwijs;master;23;4;12;3;4;1;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50019;B International Business;voltijd onderwijs;bachelor;89;32;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;bachelor;1351;457;1248;438;1192;481;1137;452;1466;559
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;149;31;184;47;226;52;232;60;222;63
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;463;258;395;242;357;255;340;236;405;248
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;bachelor;126;58;86;52;94;47;92;59;109;61
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;bachelor;199;88;175;75;185;76;164;74;167;77
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;190;89;214;83;227;83;215;82;225;89
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;186;66;267;91;294;97;251;75;278;79
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;master;13;10;11;9;13;8;18;10;28;12
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Operations Research and Management Science;voltijd onderwijs;master;20;9;38;16;33;17;32;9;40;12
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;master;46;11;44;12;45;20;39;16;31;15
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;master;117;77;188;100;214;92;166;92;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;master;27;4;0;0;0;0;0;0;160;86
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60061;M Financial Management;voltijd onderwijs;master;59;13;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60062;M Investment Analysis;voltijd onderwijs;master;17;2;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;master;273;145;265;165;230;157;215;148;154;109
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Research;voltijd onderwijs;master;17;16;18;14;14;20;13;17;13;22
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;master;231;67;187;38;117;33;102;27;103;41
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60067;M International Economics and Finance;voltijd onderwijs;master;3;3;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;master;141;36;115;24;95;19;76;42;89;50
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;master;81;45;64;46;48;34;46;40;45;39
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;master;25;16;14;15;4;8;1;2;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;master;31;23;29;23;25;25;34;24;29;15
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;master;29;18;27;12;21;15;21;18;23;15
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;90;43;76;39;60;27;71;45;82;46
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;master;93;42;96;65;99;61;115;57;109;42
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;bachelor;198;186;181;210;165;212;173;192;190;217
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;bachelor;66;182;73;163;76;196;72;223;79;217
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;2;0;2;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;61;88;64;93;63;95;49;76;39;63
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;309;850;310;804;282;741;270;645;230;593
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;112;82;120;76;141;74;131;73;135;72
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60075;M Human Resource Studies;voltijd onderwijs;master;53;141;37;143;40;110;39;116;45;137
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60076;M Psychologie en Geestelijke Gezondheid;voltijd onderwijs;master;25;157;29;172;29;177;40;193;37;153
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60077;M Social Psychology;voltijd onderwijs;master;29;43;34;50;51;60;40;72;37;49
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;5;8;9;9;6;12;3;2;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60394;M Social and Behavioural Sciences (research);voltijd onderwijs;master;12;27;15;14;15;14;13;19;16;16
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60754;M Organization Studies;voltijd onderwijs;master;77;74;91;66;95;81;78;86;75;91
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66599;M Sociology;voltijd onderwijs;master;10;16;15;21;10;20;7;26;8;21
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;master;39;23;41;16;31;17;36;14;46;24
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;gezondheidszorg;n.v.t. (gezondheidszorg);66581;M Medische Psychologie;voltijd onderwijs;master;7;78;8;101;12;111;10;117;8;114
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;natuur;n.v.t. (natuur);50951;B Economie en Informatica;voltijd onderwijs;bachelor;111;10;98;8;60;2;31;1;11;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;natuur;n.v.t. (natuur);60055;M Information Management;voltijd onderwijs;master;86;18;84;16;82;13;88;18;95;19
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur;deeltijd onderwijs;master;1;0;0;0;1;0;1;0;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur;voltijd onderwijs;master;1;2;0;3;0;4;0;3;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;2;4
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;0;0;0;0;0;0;0;0;6;1
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;0;0;0;0;0;1;0;2;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;0;0;0;0;3;3;6;2;6;4
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;master;1;0;1;0;3;0;8;2;6;2
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;0;0;0;0;1;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;0;0;5;5;12;12;9;8;9;11
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;1;0;0;1;0;1;0;2;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;duaal onderwijs;master;0;0;0;0;0;0;0;0;1;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;0;5;0;10;2;12;1;16;0;15
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;0;0;0;0;0;1;0;1;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;duaal onderwijs;master;0;0;0;0;0;0;0;0;1;0
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;0;0;0;0;7;3;7;1;10;2
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;36;52;20;30;11;18;8;13;4;6
Noord-Brabant;0855;TILBURG;reguliere inst.;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;326;633;293;545;320;545;319;595;330;597
